team,season,drives,d_3_and_out,d_fg,d_td,d_3_and_out_rate,d_fg_rate,d_td_rate
LV,2004,173,38,23,50,0.21965317919075145,0.1329479768786127,0.28901734104046245
CAR,2004,175,37,28,37,0.21142857142857144,0.16,0.21142857142857144
KC,2004,175,37,27,50,0.21142857142857144,0.15428571428571428,0.2857142857142857
MIN,2004,158,33,24,44,0.2088607594936709,0.1518987341772152,0.27848101265822783
NO,2004,184,38,35,39,0.20652173913043478,0.19021739130434784,0.21195652173913043
ATL,2004,178,36,18,39,0.20224719101123595,0.10112359550561797,0.21910112359550563
IND,2004,168,22,29,38,0.13095238095238096,0.17261904761904762,0.2261904761904762
BUF,2003,185,65,30,29,0.35135135135135137,0.16216216216216217,0.15675675675675677
BAL,2003,212,71,31,24,0.33490566037735847,0.14622641509433962,0.11320754716981132
DAL,2003,192,61,23,24,0.3177083333333333,0.11979166666666667,0.125
DEN,2003,181,55,28,28,0.30386740331491713,0.15469613259668508,0.15469613259668508
MIA,2003,183,55,30,23,0.3005464480874317,0.16393442622950818,0.12568306010928962
TEN,2003,180,54,29,30,0.3,0.16111111111111112,0.16666666666666666
TB,2003,183,54,33,22,0.29508196721311475,0.18032786885245902,0.12021857923497267
NE,2003,193,56,33,21,0.29015544041450775,0.17098445595854922,0.10880829015544041
CHI,2003,178,50,36,33,0.2808988764044944,0.20224719101123595,0.1853932584269663
GB,2003,189,53,32,27,0.2804232804232804,0.1693121693121693,0.14285714285714285
PIT,2003,181,50,22,34,0.27624309392265195,0.12154696132596685,0.1878453038674033
DET,2003,182,49,23,40,0.2692307692307692,0.12637362637362637,0.21978021978021978
PHI,2003,181,48,30,30,0.26519337016574585,0.16574585635359115,0.16574585635359115
CAR,2003,185,49,31,28,0.2648648648648649,0.16756756756756758,0.15135135135135136
JAX,2003,174,46,27,34,0.26436781609195403,0.15517241379310345,0.19540229885057472
HOU,2003,176,45,35,36,0.2556818181818182,0.19886363636363635,0.20454545454545456
SF,2003,182,46,26,38,0.25274725274725274,0.14285714285714285,0.2087912087912088
LA,2003,187,47,24,32,0.25133689839572193,0.12834224598930483,0.1711229946524064
WAS,2003,179,44,30,43,0.24581005586592178,0.16759776536312848,0.24022346368715083
CIN,2003,172,42,31,40,0.2441860465116279,0.18023255813953487,0.23255813953488372
LAC,2003,181,44,25,47,0.2430939226519337,0.13812154696132597,0.2596685082872928
SEA,2003,181,43,30,33,0.23756906077348067,0.16574585635359115,0.18232044198895028
ARI,2003,178,42,28,46,0.23595505617977527,0.15730337078651685,0.25842696629213485
CLE,2003,170,40,41,27,0.23529411764705882,0.2411764705882353,0.1588235294117647
LV,2003,189,44,31,42,0.2328042328042328,0.164021164021164,0.2222222222222222
NYG,2003,185,43,36,36,0.23243243243243245,0.1945945945945946,0.1945945945945946
ATL,2003,196,45,25,49,0.22959183673469388,0.12755102040816327,0.25
NO,2003,174,38,31,32,0.21839080459770116,0.1781609195402299,0.1839080459770115
IND,2003,165,36,20,37,0.21818181818181817,0.12121212121212122,0.22424242424242424
KC,2003,179,38,24,35,0.2122905027932961,0.1340782122905028,0.19553072625698323
MIN,2003,175,35,26,38,0.2,0.14857142857142858,0.21714285714285714
NYJ,2003,160,28,27,31,0.175,0.16875,0.19375
PIT,2002,181,58,26,35,0.32044198895027626,0.143646408839779,0.19337016574585636
TB,2002,190,60,22,18,0.3157894736842105,0.11578947368421053,0.09473684210526316
DAL,2002,204,62,35,32,0.30392156862745096,0.1715686274509804,0.1568627450980392
CAR,2002,206,62,29,30,0.30097087378640774,0.1407766990291262,0.14563106796116504
HOU,2002,204,57,34,37,0.27941176470588236,0.16666666666666666,0.18137254901960784
MIA,2002,182,50,30,29,0.27472527472527475,0.16483516483516483,0.15934065934065933
BUF,2002,180,48,26,44,0.26666666666666666,0.14444444444444443,0.24444444444444444
PHI,2002,192,51,21,23,0.265625,0.109375,0.11979166666666667
IND,2002,170,45,26,35,0.2647058823529412,0.15294117647058825,0.20588235294117646
LAC,2002,194,51,30,41,0.26288659793814434,0.15463917525773196,0.211340206185567
CIN,2002,168,42,31,46,0.25,0.18452380952380953,0.27380952380952384
WAS,2002,188,47,33,33,0.25,0.17553191489361702,0.17553191489361702
CHI,2002,198,49,44,37,0.2474747474747475,0.2222222222222222,0.18686868686868688
JAX,2002,174,42,34,33,0.2413793103448276,0.19540229885057472,0.1896551724137931
GB,2002,196,47,22,38,0.23979591836734693,0.11224489795918367,0.19387755102040816
BAL,2002,182,43,33,33,0.23626373626373626,0.1813186813186813,0.1813186813186813
CLE,2002,182,43,37,32,0.23626373626373626,0.2032967032967033,0.17582417582417584
LV,2002,178,42,23,35,0.23595505617977527,0.12921348314606743,0.19662921348314608
TEN,2002,174,41,21,34,0.23563218390804597,0.1206896551724138,0.19540229885057472
LA,2002,175,41,30,30,0.2342857142857143,0.17142857142857143,0.17142857142857143
NYG,2002,185,43,31,29,0.23243243243243245,0.16756756756756758,0.15675675675675677
SF,2002,164,38,30,37,0.23170731707317074,0.18292682926829268,0.22560975609756098
NYJ,2002,162,37,31,34,0.22839506172839505,0.19135802469135801,0.20987654320987653
DEN,2002,173,39,32,36,0.2254335260115607,0.18497109826589594,0.20809248554913296
DET,2002,190,40,33,46,0.21052631578947367,0.1736842105263158,0.24210526315789474
NE,2002,183,37,34,40,0.20218579234972678,0.18579234972677597,0.2185792349726776
MIN,2002,184,37,28,48,0.20108695652173914,0.15217391304347827,0.2608695652173913
ARI,2002,181,36,29,46,0.19889502762430938,0.16022099447513813,0.2541436464088398
SEA,2002,171,34,26,39,0.19883040935672514,0.15204678362573099,0.22807017543859648
KC,2002,178,35,31,46,0.19662921348314608,0.17415730337078653,0.25842696629213485
NO,2002,190,37,28,43,0.19473684210526315,0.14736842105263157,0.22631578947368422
ATL,2002,187,33,24,35,0.17647058823529413,0.12834224598930483,0.18716577540106952
PHI,2001,199,67,32,19,0.33668341708542715,0.16080402010050251,0.09547738693467336
LAC,2001,199,66,35,34,0.3316582914572864,0.17587939698492464,0.1708542713567839
BAL,2001,202,62,33,26,0.3069306930693069,0.16336633663366337,0.12871287128712872
NYG,2001,199,61,31,32,0.3065326633165829,0.15577889447236182,0.16080402010050251
TEN,2001,194,56,29,44,0.28865979381443296,0.14948453608247422,0.2268041237113402
LA,2001,188,54,26,27,0.2872340425531915,0.13829787234042554,0.14361702127659576
DAL,2001,186,52,36,32,0.27956989247311825,0.1935483870967742,0.17204301075268819
WAS,2001,190,53,29,29,0.2789473684210526,0.15263157894736842,0.15263157894736842
CHI,2001,192,53,27,18,0.2760416666666667,0.140625,0.09375
MIA,2001,185,51,22,31,0.2756756756756757,0.11891891891891893,0.16756756756756758
TB,2001,186,51,29,28,0.27419354838709675,0.15591397849462366,0.15053763440860216
JAX,2001,187,51,35,28,0.2727272727272727,0.18716577540106952,0.1497326203208556
GB,2001,193,52,28,24,0.2694300518134715,0.14507772020725387,0.12435233160621761
NYJ,2001,181,48,26,29,0.26519337016574585,0.143646408839779,0.16022099447513813
KC,2001,190,50,34,34,0.2631578947368421,0.17894736842105263,0.17894736842105263
MIN,2001,176,45,38,37,0.2556818181818182,0.2159090909090909,0.21022727272727273
CIN,2001,196,50,29,33,0.25510204081632654,0.14795918367346939,0.1683673469387755
ATL,2001,179,45,24,41,0.25139664804469275,0.1340782122905028,0.22905027932960895
DEN,2001,187,47,29,32,0.25133689839572193,0.15508021390374332,0.1711229946524064
NO,2001,192,48,31,45,0.25,0.16145833333333334,0.234375
PIT,2001,177,44,20,23,0.24858757062146894,0.11299435028248588,0.12994350282485875
LV,2001,191,47,33,33,0.24607329842931938,0.17277486910994763,0.17277486910994763
DET,2001,186,44,27,45,0.23655913978494625,0.14516129032258066,0.24193548387096775
CLE,2001,204,48,34,29,0.23529411764705882,0.16666666666666666,0.14215686274509803
NE,2001,187,44,40,22,0.23529411764705882,0.21390374331550802,0.11764705882352941
ARI,2001,185,42,32,36,0.22702702702702704,0.17297297297297298,0.1945945945945946
SF,2001,173,38,27,26,0.21965317919075145,0.15606936416184972,0.15028901734104047
SEA,2001,183,40,36,28,0.2185792349726776,0.19672131147540983,0.15300546448087432
BUF,2001,181,37,37,43,0.20441988950276244,0.20441988950276244,0.23756906077348067
CAR,2001,194,38,30,38,0.1958762886597938,0.15463917525773196,0.1958762886597938
IND,2001,191,35,36,50,0.18324607329842932,0.18848167539267016,0.2617801047120419
TEN,2000,188,64,21,17,0.3404255319148936,0.11170212765957446,0.09042553191489362
BUF,2000,185,61,31,30,0.32972972972972975,0.16756756756756758,0.16216216216216217
JAX,2000,194,61,24,36,0.31443298969072164,0.12371134020618557,0.18556701030927836
NYJ,2000,199,62,34,26,0.31155778894472363,0.1708542713567839,0.1306532663316583
CHI,2000,195,58,26,40,0.29743589743589743,0.13333333333333333,0.20512820512820512
NYG,2000,190,56,24,30,0.29473684210526313,0.12631578947368421,0.15789473684210525
GB,2000,194,57,25,35,0.29381443298969073,0.12886597938144329,0.18041237113402062
CIN,2000,196,57,36,38,0.29081632653061223,0.1836734693877551,0.19387755102040816
BAL,2000,193,56,18,16,0.29015544041450775,0.09326424870466321,0.08290155440414508
DET,2000,200,57,30,30,0.285,0.15,0.15
TB,2000,202,55,32,27,0.2722772277227723,0.15841584158415842,0.13366336633663367
MIA,2000,180,49,28,21,0.2722222222222222,0.15555555555555556,0.11666666666666667
IND,2000,180,48,28,35,0.26666666666666666,0.15555555555555556,0.19444444444444445
NE,2000,189,50,32,35,0.26455026455026454,0.1693121693121693,0.18518518518518517
PIT,2000,191,50,34,22,0.2617801047120419,0.17801047120418848,0.11518324607329843
PHI,2000,194,50,33,21,0.25773195876288657,0.17010309278350516,0.10824742268041238
LAC,2000,196,49,34,37,0.25,0.17346938775510204,0.18877551020408162
NO,2000,177,44,23,31,0.24858757062146894,0.12994350282485875,0.1751412429378531
ATL,2000,184,45,31,39,0.24456521739130435,0.16847826086956522,0.21195652173913043
DEN,2000,193,47,26,39,0.24352331606217617,0.13471502590673576,0.20207253886010362
WAS,2000,180,40,34,21,0.2222222222222222,0.18888888888888888,0.11666666666666667
CLE,2000,191,42,34,43,0.2198952879581152,0.17801047120418848,0.225130890052356
CAR,2000,174,38,30,31,0.21839080459770116,0.1724137931034483,0.1781609195402299
LV,2000,193,42,24,33,0.21761658031088082,0.12435233160621761,0.17098445595854922
DAL,2000,183,37,31,37,0.20218579234972678,0.16939890710382513,0.20218579234972678
LA,2000,184,37,31,50,0.20108695652173914,0.16847826086956522,0.2717391304347826
ARI,2000,177,35,34,48,0.1977401129943503,0.192090395480226,0.2711864406779661
KC,2000,183,36,28,38,0.19672131147540983,0.15300546448087432,0.20765027322404372
SEA,2000,184,36,32,43,0.1956521739130435,0.17391304347826086,0.23369565217391305
SF,2000,181,34,31,47,0.1878453038674033,0.1712707182320442,0.2596685082872928
MIN,2000,169,28,29,39,0.16568047337278108,0.17159763313609466,0.23076923076923078
BAL,1999,190,75,21,22,0.39473684210526316,0.11052631578947368,0.11578947368421053
DEN,1999,186,61,27,32,0.3279569892473118,0.14516129032258066,0.17204301075268819
JAX,1999,190,62,18,24,0.3263157894736842,0.09473684210526316,0.12631578947368421
NE,1999,197,63,30,27,0.3197969543147208,0.15228426395939088,0.13705583756345177
TB,1999,191,60,30,19,0.31413612565445026,0.15706806282722513,0.09947643979057591
ARI,1999,193,60,24,42,0.31088082901554404,0.12435233160621761,0.21761658031088082
LV,1999,191,59,31,31,0.3089005235602094,0.16230366492146597,0.16230366492146597
DAL,1999,191,58,32,25,0.3036649214659686,0.16753926701570682,0.13089005235602094
MIA,1999,183,55,40,25,0.3005464480874317,0.2185792349726776,0.1366120218579235
WAS,1999,193,57,30,39,0.29533678756476683,0.15544041450777202,0.20207253886010362
BUF,1999,181,53,31,21,0.292817679558011,0.1712707182320442,0.11602209944751381
LA,1999,181,53,23,21,0.292817679558011,0.1270718232044199,0.11602209944751381
NYG,1999,187,54,37,33,0.2887700534759358,0.19786096256684493,0.17647058823529413
DET,1999,186,51,28,33,0.27419354838709675,0.15053763440860216,0.1774193548387097
PIT,1999,183,50,26,30,0.273224043715847,0.14207650273224043,0.16393442622950818
LAC,1999,194,53,38,32,0.27319587628865977,0.1958762886597938,0.16494845360824742
IND,1999,181,49,29,33,0.27071823204419887,0.16022099447513813,0.18232044198895028
TEN,1999,193,52,22,34,0.2694300518134715,0.11398963730569948,0.17616580310880828
CIN,1999,189,50,31,50,0.26455026455026454,0.164021164021164,0.26455026455026454
NO,1999,192,49,23,49,0.2552083333333333,0.11979166666666667,0.2552083333333333
KC,1999,208,52,24,34,0.25,0.11538461538461539,0.16346153846153846
GB,1999,189,47,30,36,0.24867724867724866,0.15873015873015872,0.19047619047619047
SEA,1999,199,49,36,28,0.24623115577889448,0.18090452261306533,0.1407035175879397
NYJ,1999,184,45,28,32,0.24456521739130435,0.15217391304347827,0.17391304347826086
ATL,1999,181,44,34,38,0.2430939226519337,0.1878453038674033,0.20994475138121546
PHI,1999,209,50,43,34,0.23923444976076555,0.20574162679425836,0.16267942583732056
CHI,1999,186,44,35,32,0.23655913978494625,0.1881720430107527,0.17204301075268819
SF,1999,177,39,30,47,0.22033898305084745,0.1694915254237288,0.2655367231638418
CAR,1999,173,37,25,39,0.2138728323699422,0.14450867052023122,0.2254335260115607
CLE,1999,179,33,39,46,0.18435754189944134,0.21787709497206703,0.2569832402234637
MIN,1999,183,32,41,29,0.17486338797814208,0.22404371584699453,0.15846994535519127
